Name,Title,Review,Rating,Date,Type,Details,Review_Length,positive,negative,neutral,compound
B. Vennela,Thanks for Amazon 😍,Good productGood CemaraGood displayVery nice torch displayOsm productFast changing. phone  good priceThanks for Amazon very nice product,4.0 out of 5 stars,2024-01-08 00:00:00,Apple iPhone 15 Pro,Colour: Blue TitaniumSize: 128 GB,136,0.522,0,0.478,0.9022
aditya,"Great as always, but not worth the price tag",Bought a 15 Pro from Dubai for 90k and it’s great iPhone for that price. But it’s extremely overpriced in India. There’s no way this iPhone is worth 1.3L. Avoid buying it in India or go for a 13-14 (both are great),3.0 out of 5 stars,2023-12-22 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 128 GB,214,0.105,0.12,0.774,-0.1779
Placeholder,Nc camera,Very good and very nice phone sell best and Jada bikne wala phone aaj hi lo is phone ko please bahut aacha h,3.0 out of 5 stars,2023-10-11 00:00:00,Apple iPhone 15 Pro,Colour: Blue TitaniumSize: 512 GB,108,0.415,0,0.585,0.915
Pradip Gaderiya,Touch related issues,"I am facing touch related issues and not working smoothly as I expected. At the time of typing, I have to push hard to type",2.0 out of 5 stars,2024-03-10 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 128 GB,123,0,0.062,0.938,-0.1027
Shivam,Quality,Cheez tho badiya hai par isme kharcha itna hai naa ki aslii Wale ammer hi aford kar sakte hai .. 🤡,5.0 out of 5 stars,2024-03-31 00:00:00,Apple iPhone 15 Pro,Colour: Blue TitaniumSize: 1 TB,98,0,0,1,0
Unknown,Super,Its nice to have in your poor life to make it large. So need to make it more Big large,5.0 out of 5 stars,2024-03-22 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 256 GB,86,0.117,0.13,0.753,-0.0772
Gourav bhadouriya,"🤬 not iphone, I received soap in box","I want real product , I got soap in box, apple scam alert, do notbuy , very bad product ,",1.0 out of 5 stars,2024-06-06 00:00:00,Apple iPhone 15 Pro,Colour: White TitaniumSize: 1 TB,89,0.159,0.341,0.5,-0.7178
Pooja,Best phone ever,I ordered the phone from Amazon and the phone received in 24 hours . I and really happy with Amazon products,5.0 out of 5 stars,2024-03-12 00:00:00,Apple iPhone 15 Pro,Colour: Black TitaniumSize: 256 GB,108,0.33,0,0.67,0.7501
Sai Abhi Ram,Review about iPhone,"I feel samsung flagships are better in all aspects than iPhones, and in camera department Samsung and Google pixels are far more efficient and capturing good detailed pictures",1.0 out of 5 stars,2024-06-15 00:00:00,Apple iPhone 15 Pro,No Details,175,0.27,0,0.73,0.8357
MJ,Heating issues even with original apple charger,"Camera is better, suggest not to use other charger adapter. Always use apple charger cable rather using other type C cable.",2.0 out of 5 stars,2023-10-08 00:00:00,Apple iPhone 15 Pro,Colour: Blue TitaniumSize: 128 GB,123,0.132,0,0.868,0.4404
Anuruddha Paul,A Glimpse into the Future.,"The iPhone 15 Pro is a technological marvel, pushing the boundaries of what a smartphone can do. Its impressive A15X chip delivers unparalleled performance, making multitasking a breeze. The camera system, with enhanced low-light capabilities, captures stunning photos and videos. The stunning ProMotion display with a 120Hz refresh rate offers a silky-smooth visual experience. The only downside is its hefty price tag, but for those seeking the pinnacle of smartphone innovation, the iPhone 15 Pro doesn't disappoint. It's a glimpse into the future of mobile technology.",5.0 out of 5 stars,2023-10-24 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 256 GB,572,0.158,0.017,0.825,0.8869
Chan Ezra,The Beast of all Phones,"This is the best iPhone launched by apple. The titanium feels really good and super classy! The gaming experience is top notch, its a console in a phone! None can beat that. A17 pro chip speaks of itself! super pro. I didn’t experience any heating issues, great battery experience, even though i didn’t get it from amazon due to product constraints, was able to get from the apple store itself on launch day.Go for it! Worth it. I bought the blue titanium and its really nice!",5.0 out of 5 stars,2023-10-20 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 128 GB,476,0.326,0,0.674,0.986
Satyanarayan Sahu,No charger,Apple I phone cost more then 1 lakh but without charger …..what is this????? Rs2000 mobile also giving charger and headphones etc,2.0 out of 5 stars,2023-12-04 00:00:00,Apple iPhone 15 Pro,No Details,129,0.176,0,0.824,0.6199
Sachin Jain,Nice phone,Writing this review for iPhone 15 pro 256 GB after one month usage. It's a nice phone with buttery smooth performance and brilliant camera setup. Battery also lasts for a whole day. Initially the phone had heating issue but after a few days (when OS and updates got settled) the issue was resolved automatically.Overall a nice phone.,5.0 out of 5 stars,2023-11-04 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 256 GB,333,0.17,0,0.83,0.8422
Mani,Almost the perfect iphone,"Let's get something out of the way first , the phone does not heat that much even when playing games.It warms up if you play games for longer period of time.Let's get into pro's1 - Screen for the pro model is 120hz and you can clearly see the difference between pro and normal iphone 15 . You will just love the screen2- Camera set up is just brilliant , pictures comes up crisp and clear with 48mp camera.With 3 camera set up in pro models this just takes the cake. Low light photos are decent too3-Type c charging is a  big plus , now i can charge it with any charger if needed . Try buying a a fast charger which will do the trick4- Dynamic island is very useful and i love it , used it for uber and it came out aces.cons1- It warms up not heated when playing games for longer hours2- Price point is a tough for this , if you can get some credit cards offers then great",5.0 out of 5 stars,2024-02-07 00:00:00,Apple iPhone 15 Pro,Colour: Blue TitaniumSize: 128 GB,872,0.218,0.019,0.763,0.9878
RAJ,Good this product,Best camera best battery 🔋 backup lovely family member i like this product 💓we happy 👍 smooth tuch better quality,5.0 out of 5 stars,2024-04-03 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 256 GB,113,0.659,0,0.341,0.9694
Azim Siddiqui,Worth the hype,"I have been using this phone for more than 2 months now..no issue at all. Classy look, stands out.Loved it.",5.0 out of 5 stars,2023-12-06 00:00:00,Apple iPhone 15 Pro,Colour: White TitaniumSize: 512 GB,107,0.146,0,0.854,0.4404
Anubhab,Beast phone 🤳,"The iPhone 15 Pro Max is a true testament to Apple's commitment to pushing the boundaries of technology and design. As the latest addition to the iPhone lineup, this flagship device showcases a myriad of improvements that redefine the smartphone experience.",5.0 out of 5 stars,2024-01-24 00:00:00,Apple iPhone 15 Pro,Colour: Blue TitaniumSize: 128 GB,257,0.208,0,0.792,0.802
Aryan Bidkar,Gaming is smooth,Hard and lightweight. Charging adapter have to buy again. Camera is good. Quality is also nice. A17 pro chip so more speed,5.0 out of 5 stars,2023-10-07 00:00:00,Apple iPhone 15 Pro,Colour: Blue TitaniumSize: 256 GB,122,0.218,0.054,0.728,0.6486
vikas0145,Great phone,"I didn’t face any heating issues , phone is really smooth , powerful processor, really best phone , go for it",5.0 out of 5 stars,2023-10-24 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 128 GB,109,0.335,0,0.665,0.8211
Very smooth compared to poco f1  camara also good,iPhone vs poco,"Very smooth compared to poco f1 the battery is only 1 in each phone , i phone has 3 camara, poco f1 has 2 camara, i phone has app store poco f1 has playstore",5.0 out of 5 stars,2023-10-03 00:00:00,Apple iPhone 15 Pro,Colour: Black TitaniumSize: 256 GB,157,0,0,1,0
Pranav C Tembekar,Most Worst Phone By Apple(I Phone15)series,I have iPhone 14 & 14ProMaxI bought Iphone15 Pro at the time of Launching of 15 but should say 14 Series is not only the best but the showstoppers for today's generation.Don't Buy iPhone 15 it's very pathetic and don't works properly in the sense of Camera in working performance.Don't waste your Hard earned money....,1.0 out of 5 stars,2023-10-23 00:00:00,Apple iPhone 15 Pro,Colour: Blue TitaniumSize: 256 GB,318,0.07,0.158,0.772,-0.8224
Main jaanta hun nakali iPhone hai jo bech Raha hai vah Mera dost hai sala Chinese Mal aata hai 5000 mai mat lo yaar phone isase achcha 5000 ka Samsung ka phone le lo vah jyada achcha chalega,Nakali iPhone ki video kyon banaun main,Samsung le Lo iPhone nahin agar mujhe jyada Paisa a Gaya barbad karna chahte ho to liya ja sakta hai lekin main pregnant nahin karunga kyunki yah nakali hai ya iPhone,1.0 out of 5 stars,2024-01-15 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 256 GB,166,0,0,1,0
Joseph Prabakaran,High price,Very high price.. no need to spend this much high hard earned money to just a mobile phone. You can build an awesome pc with this money...,1.0 out of 5 stars,2023-12-10 00:00:00,Apple iPhone 15 Pro,Colour: Black TitaniumSize: 1 TB,138,0.132,0.125,0.743,0.3041
LG product is deal fantasy,Heating issues,"Batteries are draining very quickly,And rapidly as well as ,there is previous model also not good from iOS 17 upgrade .and battery draining rapidly with massive.",1.0 out of 5 stars,2023-10-19 00:00:00,Apple iPhone 15 Pro,Colour: Blue TitaniumSize: 256 GB,161,0.074,0.084,0.842,-0.0788
Yogesh dangi,Not durable,iPhone 15 pro not durable than 14 pro. iPhone 14 pro is still better or wait for 16 pro . Back glass is not durable.,1.0 out of 5 stars,2023-10-26 00:00:00,Apple iPhone 15 Pro,Colour: Black TitaniumSize: 128 GB,116,0.112,0,0.888,0.4404
hossain,Getting hot,I thought iPhone 15 pro will be better then Samsung galaxy s23 ultra but I was my wrong decisionThis phone always gets overheatSlow charging,1.0 out of 5 stars,2023-10-23 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 128 GB,140,0.075,0.159,0.766,-0.4939
Raj,worst iphone ever,"worst iphone ever till date. getting overheat, dont buy. Just waste of money. It btter to go for samsung at this range",1.0 out of 5 stars,2023-10-25 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 1 TB,118,0.088,0.155,0.757,-0.4153
Kalpesh Brahmkhatri,Not Suitable,Camera features is not Good and not supporting some Applications which is useful even some bank application not run property,1.0 out of 5 stars,2023-10-07 00:00:00,Apple iPhone 15 Pro,No Details,124,0.117,0.195,0.688,-0.2292
Amazon Customer,Worst product,"Hanging issue …never I seen in iPhone …since using iPhone from 6 ,x,12pro,14promax….disappointed from iPhone …please give the product to money value",1.0 out of 5 stars,2023-11-29 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 256 GB,148,0.112,0,0.888,0.34
Aishwarya Dewangan,Build quality,L ow b u il d q u a li ty  b ad p erfo rm a n c e,1.0 out of 5 stars,2023-10-12 00:00:00,Apple iPhone 15 Pro,No Details,49,0.302,0,0.698,0.3818
Niharika,Not worth the price tag,Except the titanium casing nothing have changed…. Gets really hot very fast when you play something with charging on .,1.0 out of 5 stars,2023-10-08 00:00:00,Apple iPhone 15 Pro,Colour: Blue TitaniumSize: 128 GB,118,0.118,0,0.882,0.34
Monish S,WASTE,WASTE OF MONEY Don’t buy unless you find the way to spend the money you have . Think about it,1.0 out of 5 stars,2023-10-23 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 1 TB,93,0,0.164,0.836,-0.5473
Hashid,Worst phone in world except in style,"even s23 ultra is betterIt has snapdragon processorIt also has titaniumIt has 100x zoomIt has ultra fast chargingIt will not that much heaten as iPhone doesSo, don't buy iphone",1.0 out of 5 stars,2023-10-18 00:00:00,Apple iPhone 15 Pro,Colour: Blue TitaniumSize: 1 TB,176,0,0,1,0
Placeholder,I liked this phone but camera is blur,"Best phone I have ever seen . It is better then other  Iphone,s phone,s  Who think,s I am write but camera is blur",5.0 out of 5 stars,2024-04-06 00:00:00,Apple iPhone 15 Pro,Colour: Blue TitaniumSize: 256 GB,114,0.202,0,0.798,0.5499
Anzer Ahmed,Features of iPhone 15 Pro,"The performance is great and it provides high graphics and it's smooth and easy to use because of 120Hz refresh rate and quality it great as it's frame is made of titanium alloy which is grade 5 and at last the connectivity is great as the iPhone q5 pro has all international 5g bands. It's a great smartphone and I have never got use it because it cost ₹1,34,000 and I don't have that much money 😔",5.0 out of 5 stars,2023-10-24 00:00:00,Apple iPhone 15 Pro,Colour: Black TitaniumSize: 128 GB,398,0.224,0,0.776,0.9652
Placeholder,GETS REALLY HOT DONT BUY,IT REALLY GETS HOT BY NORMAL TASK AND SPETIALLY ON CHARGING IT IS THE HOTTEST DONT BUY THIS GO FOR IPHONE 14 PRO INSTEAD,1.0 out of 5 stars,2023-10-03 00:00:00,Apple iPhone 15 Pro,Colour: Blue TitaniumSize: 1 TB,120,0,0,1,0
Certified User,Ok ok,"Nice phone . Not worth 1,70,000. The camera is a bit better nothing else . I actually prefer iPhone 14 256 gb",5.0 out of 5 stars,2023-10-03 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 256 GB,109,0.255,0.074,0.671,0.6167
Pay me 180000,Good,Good phone loved it I'll suggest to buy pay me 180000 so I can buy this phone waiting for your reply,5.0 out of 5 stars,2023-10-20 00:00:00,Apple iPhone 15 Pro,Colour: Black TitaniumSize: 128 GB,100,0.27,0.056,0.675,0.7506
Srijith,Dont Buy,"I recently purchased an iPhone 15 pro max 1 TB, but it came with 256 GB if I contacted with Apple store they said that we are not responsible for that. They said pls contact Amazon. Then I contacted Amazon customer service they didn't respond properly. I have been with this phone for 2 months. But yesterday I updated to iOS 17.2 after restarting the mobile display got green and it is under warranty too. I had to go to an Apple service center and explain my problem. They said it has some charges but I can't afford them.  Don't buy apple products service is worst. I got mentally disturbed.. and got thoughts of suicide.....e",1.0 out of 5 stars,2024-02-01 00:00:00,Apple iPhone 15 Pro,Colour: White TitaniumSize: 1 TB,629,0.047,0.121,0.832,-0.8944
Arjun,Best phone as on date in the world,"So smooth and lighting fast OS . Camaras are just amazing, no need of carrying a DSLR cameras to capture ur memories . Loving iphone 15 pro",5.0 out of 5 stars,2023-10-20 00:00:00,Apple iPhone 15 Pro,Colour: Blue TitaniumSize: 1 TB,139,0.249,0.071,0.68,0.7579
An absolute delight to have this phone. This is my first I phone and it has broken all my previous assumptions of having a costly iPhone ( I thought it is not worth spending so much money on phone). Great experience till now very smooth and sharp phone and technology.Just awesome,I like it,"Fantastic camera setup, though a 5X zoom is missed. Speakers are loud and clear.Battery life is good, charges fast on Apple 20W charger and the supplied braided TypeC to TypeC cable Beautiful phon",5.0 out of 5 stars,2024-02-23 00:00:00,Apple iPhone 15 Pro,Colour: Natural TitaniumSize: 128 GB,196,0.249,0.103,0.647,0.7964
shobhit srivastava,Smooth and Professional,"The iPhone 15 Pro Max is a really great phone. It has a beautiful screen, a powerful processor, and a fantastic camera. It lasts a long time on a single charge. If you want the best phone out there, this is it.",5.0 out of 5 stars,2024-08-31 00:00:00,Apple iPhone 15 Pro Max,Colour: White TitaniumSize: 256 GB,210,0.402,0,0.598,0.9647
vikash bhardwaj,phone camera,"The iPhone 15 Pro Max is a powerhouse device, offering top-tier performance, an exceptional camera setup, and a gorgeous display. Its sleek design and long battery life ensure it's ready for anything. While it's pricey, the overall experience justifies the investment for tech enthusiasts and professionals alike.",5.0 out of 5 stars,2024-05-15 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,313,0.219,0,0.781,0.8885
Jay Prakash,Nice,Nice product,5.0 out of 5 stars,2024-09-01 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,12,0.737,0,0.263,0.4215
vikas batra,Well delivered in great packaging,No regrets. It is as if I bought from a showroom only which got delivered at home.,5.0 out of 5 stars,2024-08-09 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,82,0,0.266,0.734,-0.5719
Slim Kells,Device screen not responding.,"Recently, I updated to the latest version of 17.5.1 added emojis something like that and after that my device touch screen isn't responding now. And when I used the phone earlier, the device gets too warm easily when I started to play games...and I contacted the Amazon and iOS support and told me to visit the service centre and the service centre is like 1-2 days far from my home location. This isn't something I expected. The phone is very expensive and I bought recently, just in 1-2 months the device isn't usable, it need to be trash now smh...The device isn't even charging now..",1.0 out of 5 stars,2024-06-15 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,587,0.149,0,0.851,0.9201
pooja tyagi,Nice,Nice,5.0 out of 5 stars,2024-08-12 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,4,1,0,0,0.4215
Abban Rehmat,Incremental Upgrade with Enhanced Camera,"I recently upgraded to the Apple 15 Pro Max, and while the enhanced camera is undoubtedly impressive, but I feel that it falls short of delivering a truly groundbreaking experience. If you're already using the 13 pro or 14 Pro, there seems to be little incentive to make the leap.The camera improvements are noteworthy, capturing detail and clarity like never before. However, beyond this feature, the 15 Pro Max doesn't offer a significant leap in terms of innovation. Personally, I find the Pro versions more manageable in hand, and the Max variant, although boasting a larger screen, can be a bit unwieldy.In essence, the 15 Pro Max is a solid device with a stellar camera, but for those already enjoying the perks of the previous Pro models, the upgrade might not feel as compelling.",4.0 out of 5 stars,2024-01-25 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,787,0.221,0.026,0.753,0.9838
Naresh meruvala,Ok,Ok,5.0 out of 5 stars,2024-07-27 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 1 TB,2,1,0,0,0.296
SHAILLY TIWARI,Heating problem,I'm purchase this phone May 2024 and that time I am facing heating when I charge my phone and continuously I am facing,3.0 out of 5 stars,2024-07-24 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,118,0,0,1,0
KP Chaudhary,Heating Issue during Charging & Required AC room for Charging,"Heating Issue during Charging & Required AC room for Charging otherwise charging will stop due to mobile heating / high temperature which is a major issue in Apple iPhone 15 Pro Max.I suggest avoiding it, especially in the summer, if you don't have an AC room.This is my personal experience!!",3.0 out of 5 stars,2024-06-15 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,292,0,0.103,0.897,-0.6351
kiran singh,Worth money,The battery is little problem need to charge once in a day. But other then that all good picture quality is epic attached moon pic for example,4.0 out of 5 stars,2024-04-23 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,142,0.13,0.058,0.812,0.4848
Dhakeswar,Take photos and videos like a professional,"The iPhone 15 Pro Max is a very versatile phone with professional cameras having 4 options of optical lenses of 0.5x, 1x, 2x and 5x and a macro lens option. It is better and more cost effective than having an SLR camera with many lens options, which you need to acquire. The charge lasts long enough for my filming videos of YouTube channel. Superb",5.0 out of 5 stars,2024-06-21 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,348,0.152,0,0.848,0.8854
Ravikumar Mk,Happy with Product,Good Product but Price Was High and I Trust amazon Thank you,5.0 out of 5 stars,2024-06-22 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,60,0.626,0,0.374,0.8934
sanjaybiswas,Just amazing!,"Just amazing product. Actually I like to purchase online products but as it's so expensive, I tried to purchase from local store in Barasat but they told me 8 thousand more than online price (Only phone's price)😀 even without charger, screen protector and back cover.I got it on online with everything only ₹1,52,000. Although it was a little difficult to buy, as you know it is not easy to transfer the higher amounts within short time. 😀However, Thanks to Amazon team and specially thanks to my IDOL ""Steve Jobs"" 🙏🤗",5.0 out of 5 stars,2024-04-27 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,517,0.141,0.06,0.799,0.7894
Anonymous,No competition,I think there is no need to justify that this is the best phone on the planet. In every aspect this is best.,5.0 out of 5 stars,2024-05-16 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,108,0.284,0.074,0.642,0.802
Baniram Meena,iPhone 15 pro max take photos only 24 MP while company showing 48 MP,"Camera setting not available, so photos not better than Samsung m34, likely Caller tune should not set, call record not available. Should not connect to laptop. Download space not available",4.0 out of 5 stars,2024-02-12 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,189,0,0.084,0.916,-0.3959
Raj Prabhu,Packing is bad,Packing is bad. There's a tampered package within a new package. The tampered package contained the phone. But the phone is looking good,4.0 out of 5 stars,2024-01-28 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,136,0.153,0.09,0.757,0.3818
Dinesh,Good Mobile (If you have budget go for it. don't buy to impress or on EMI (not worth it)),"As I was aware that what I need and what I was paying for, I needed a quality mobile with best hardware and software combination.I need the OS to be clean without any bloatware which I got.I don't play games. For moderate use of Social media, whatsapp, youtube, audible (audio books), music while exercising, Battery life is around 2 days or sometimes more than 2 days. If you are a gamer or use mobile a lot you might need to charge your mobile everyday.Camera is good. So far the pictures I took the quality is good.Not explore the processor's capacity yet but Never hanged or never will for me (not a heavy user so won't be a problem).",5.0 out of 5 stars,2024-01-29 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,638,0.059,0.014,0.927,0.597
Raju,"No words, it’s incredible loved it 15 pro Max",It’s very good,5.0 out of 5 stars,2024-05-25 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,14,0.615,0,0.385,0.4927
Arshad khan,Stand beyond expectation.,Excellent device at any expects.,5.0 out of 5 stars,2024-06-01 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,32,0.481,0,0.519,0.5719
Placeholder,The best phone to show that you are doing great,"A phone that screams that you are doing very well for yourself. Don’t get me wrong, it works extremely well and I am completely satisfied with it. but, it is way too expensive for a phone. I have a pixel 8 which as a secondary phone which costs way less and I am satisfied with that as well. Nevertheless, nothing can replace an iPhone for me due to personal preferences",5.0 out of 5 stars,2024-02-04 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 512 GB,370,0.178,0.051,0.771,0.8409
Placeholder,Beast!!,I would prefer this over S24 ultra. Used both phones and impressed by this phone. Yes I agree s24 ultra had few more features but in terms of quality 15 pro max wins. And camera quality is far better than s24ultra. But it differs on a customer’s choice.,5.0 out of 5 stars,2024-03-17 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,253,0.267,0,0.733,0.9267
ROHIT NAWAB,BEAST,Mind blowing Speed. No heating issues. Awesome camera for videos and photography (astro).,5.0 out of 5 stars,2024-05-14 00:00:00,Apple iPhone 15 Pro Max,Colour: White TitaniumSize: 256 GB,89,0.237,0.127,0.636,0.4404
himanshu Enterprises,Heating issue not solved after update. Using more than 2 month.,Camera quality is best,4.0 out of 5 stars,2024-01-09 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,22,0.583,0,0.417,0.6369
vamshi,Good product,Good product,4.0 out of 5 stars,2023-12-15 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,12,0.744,0,0.256,0.4404
rs1008,Amazing Lightning fast phone,The phone is really good it had some overheating issue as heard but not faced any it was due to software update now it is all fixed I still did not had any issue regarding overheating. The phone is really fast and the battery life is awesome. The new action button is really handy and useful. The camera is the best camera an iPhone ever had the photos are stunning and spectacular…. I am satisfied with the phone..,5.0 out of 5 stars,2023-12-03 00:00:00,Apple iPhone 15 Pro Max,Colour: White TitaniumSize: 1 TB,415,0.262,0,0.738,0.9796
Sameer I,Super beautiful,Phone is just amazing and,5.0 out of 5 stars,2024-04-26 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,25,0.487,0,0.513,0.5859
Chankey,Best Smart Phone ever,"It’s a fantastic phone…the feel and comfort in hand is awesome…looks stunning…also the brand appeal of Apple is fabulous. Camera is the best, performance is over the top…really fast and the games you can play are of play station’s…can any other phone do that…also the video quality is very nice…",5.0 out of 5 stars,2023-11-19 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,295,0.341,0,0.659,0.967
Mohit Soni,Beast phone,"Wow, such a great phone, superfast, great performance, great cameras great looks I’m in love with my black titanium so strong so light so pro",5.0 out of 5 stars,2024-02-15 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,141,0.628,0,0.372,0.9844
Manish Dhir,Awesome camera and best quality phone,"I recently switched from android to iphone. So i am liking the good audio quality, camera and everything.",5.0 out of 5 stars,2024-01-17 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,105,0.296,0,0.704,0.7076
saquib anwar,Highlight- Superv Camera and 120hz refresh rate,18 people found this helpful,5.0 out of 5 stars,2024-03-08 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,28,0.448,0,0.552,0.5023
Rushikesh K.,Not satisfied with iPhone 15 Pro Max,"""I spent 152,000 rupees on an iPhone 15 Pro Max, but it doesn't seem worth more than a 10,000 rupee phone. I've encountered software issues, with many apps and games not performing well. There are problems with phone calls—calls drop frequently, requiring me to restart the phone each time. Initially, I thought it might be due to other apps or network providers, but I used to use an Android phone with the same network and common apps, and they performed much better. This iPhone keeps crashing apps and games, which, in my opinion, makes it not worth the price.""",1.0 out of 5 stars,2024-06-26 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,565,0.036,0.117,0.847,-0.7628
Abhijeet,Nam hi kafi hai,Ultimate performance but some bug issue in 17.2.1 update and FB is not functioning properly….😏😏😏😏😏Lot of BUG issues are experienced in this phone and needs to correct it.,5.0 out of 5 stars,2023-12-21 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,170,0,0,1,0
Ganesh panu,Best iphone in the world,I like in this phone best cameraAnd back glass is not too strong andIt is mild then other iphone's,5.0 out of 5 stars,2024-01-05 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,98,0.275,0.111,0.615,0.6121
Janaki,Superb phone !,It’s a great buy. I upgraded from XS Max and am so glad I decided to get this. It’s pricey but worth it. Very powerful battery too,5.0 out of 5 stars,2023-12-01 00:00:00,Apple iPhone 15 Pro Max,Colour: White TitaniumSize: 256 GB,130,0.365,0,0.635,0.8878
Sharf Unnisa,Fake,"Fake product , paid 1,89,400/-got 0 refund",1.0 out of 5 stars,2024-08-07 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 1 TB,42,0,0.437,0.563,-0.4767
CHANDAN HAZARIKA,Ultimate performance,It’s around 2months I have been using this device and it has been working flawlessly. No heating issues or such. Totally worth the upgrade because of the camera.,5.0 out of 5 stars,2023-12-04 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 1 TB,161,0.132,0.073,0.795,0.2006
pallabg,A nice phone,"We have received the iPhone 15 Pro Max, natural titanium color, and 256 GB storage capacity. The phone is good-looking and fast. It gets charged with the Apple 20W USB-C Power Adapter  (purchased separately). It also charges well using my 3-year-old Mi wireless charger (Qi charging). Overall, we are happy with the iPhone.",5.0 out of 5 stars,2023-10-29 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,323,0.138,0.065,0.797,0.6597
Rahul kumar,Hitting,Hitting problem watching video and charging,3.0 out of 5 stars,2023-12-01 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,43,0,0.351,0.649,-0.4019
Himanshu,Best Camera Phone in the market.,30 people found this helpful,5.0 out of 5 stars,2024-02-22 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,28,0.448,0,0.552,0.5023
Raja,Cranking,"Its hanging alot,sometimes it doesn’t charge and it act cranking the screen will not work",2.0 out of 5 stars,2024-03-25 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,89,0,0,1,0
A,Defective phone,Phone battery down very fast,1.0 out of 5 stars,2024-07-31 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,28,0,0,1,0
Miniso Ladakh,Amazing phone,This is my 1 st pro iPhone. And so far I’m really impressed with the performance and simplicity of the product.,5.0 out of 5 stars,2023-10-29 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,111,0.152,0,0.848,0.5256
